텍스트 입력,언어 선택,생선된 오디오,상태 메시지,timestamp
안녕하세요. 저는 풀스택 개발자입니다.,ko,.gradio\flagged\생선된 오디오\5952933211dc30e2cfac\tmp8jlnvb_l.mp3,변환이 완료되었습니다. 아래에서 재생 또는 다운로드할 수 있습니다.,2025-01-16 15:08:27.081930
